1	скажите	сказать	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	root	_	@vvp1934m-words#@vvp1934m#1.725#2.242
637	организовали	организовать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	conj	_	@iavu1948f-words#@iavu1948f#212.598#212.985
638	хорошие	хороший	ADJ	_	Case=Acc|Degree=Pos|Number=Plur	_	amod	_	@iavu1948f-words#@iavu1948f#212.985#213.372
639	сборы	сбор	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	nsubj	_	@iavu1948f-words#@iavu1948f#213.372#213.759
640	и	и	CCONJ	_	_	_	cc	_	@iavu1948f-words#@iavu1948f#213.759#214.146
641	были	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	conj	_	@iavu1948f-words#@iavu1948f#214.146#214.533
642	результаты	результат	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	nsubj	_	@iavu1948f-words#@iavu1948f#214.533#214.92
643	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#214.92#215.307
644	но	но	CCONJ	_	_	_	cc	_	@iavu1948f-words#@iavu1948f#215.307#215.694
645	несколько…	несколько	DET	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#215.694#216.128
646	паршивая	паршивый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	advcl	_	@iavu1948f-words#@iavu1948f#216.342#216.737
647	овца	овца	NOUN	_	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	_	obj	_	@iavu1948f-words#@iavu1948f#216.737#217.132
648	все	весь	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	det	_	@iavu1948f-words#@iavu1948f#217.132#217.527
649	стадо	стадо	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	obj	_	@iavu1948f-words#@iavu1948f#217.527#217.922
650	портит	портить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	advcl	_	@iavu1948f-words#@iavu1948f#217.922#218.321
651	несколько	несколько	DET	_	Animacy=Inan|Case=Nom	_	nummod:gov	_	@iavu1948f-words#@iavu1948f#218.846#219.269
652	вот	вот	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	obl	_	@iavu1948f-words#@iavu1948f#219.269#219.692
653	этих	этот	DET	_	Case=Gen|Number=Plur	_	det	_	@iavu1948f-words#@iavu1948f#219.692#220.115
654	случаев	случай	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	nmod	_	@iavu1948f-words#@iavu1948f#220.115#220.538
655	испортили	испортить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	conj	_	@iavu1948f-words#@iavu1948f#220.538#220.961
656	всю	весь	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	det	_	@iavu1948f-words#@iavu1948f#220.961#221.384
657	красоту	красота	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	obj	_	@iavu1948f-words#@iavu1948f#221.384#221.807
658	олимпийских	олимпийский	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	amod	_	@iavu1948f-words#@iavu1948f#221.807#222.23
659	игр	игра	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	nmod	_	@iavu1948f-words#@iavu1948f#222.23#222.66
660	но	но	CCONJ	_	_	_	cc	_	@iavu1948f-words#@iavu1948f#242.503#242.787
661	его	его	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	obj	_	@iavu1948f-words#@iavu1948f#242.787#243.071
662	же	же	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#243.071#243.355
663	выпустили	выпустить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	conj	_	@iavu1948f-words#@iavu1948f#243.355#243.639
664	зеленый	зеленый	ADJ	_	Animacy=Inan|Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	amod	_	@iavu1948f-words#@iavu1948f#244.96#245.22
665	свет	свет	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	obj	_	@iavu1948f-words#@iavu1948f#245.22#245.48
666	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#245.48#245.74
667	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	nsubj	_	@iavu1948f-words#@iavu1948f#245.74#246.0
668	сел	сесть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	conj	_	@iavu1948f-words#@iavu1948f#246.0#246.26
669	в	в	ADP	_	_	_	case	_	@iavu1948f-words#@iavu1948f#246.26#246.52
670	самолет	самолет	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	obl	_	@iavu1948f-words#@iavu1948f#246.52#246.78
671	и	и	CCONJ	_	_	_	cc	_	@iavu1948f-words#@iavu1948f#246.78#247.04
672	улетел	улететь	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	conj	_	@iavu1948f-words#@iavu1948f#247.04#247.303
673	конечно	конечно	ADV	_	Degree=Pos	_	obl	_	@iavu1948f-words#@iavu1948f#273.2#273.696
674	в	в	ADP	_	_	_	discourse	_	@iavu1948f-words#@iavu1948f#274.81#275.132
675	первую	первый	ADJ	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	fixed	_	@iavu1948f-words#@iavu1948f#275.132#275.454
676	очередь	очередь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	fixed	_	@iavu1948f-words#@iavu1948f#275.454#275.776
677	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	nsubj	_	@iavu1948f-words#@iavu1948f#275.776#276.098
678	бы	бы	PART	_	_	_	aux	_	@iavu1948f-words#@iavu1948f#276.098#276.42
679	пришла	прийти	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	xcomp	_	@iavu1948f-words#@iavu1948f#276.42#276.742
680	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#276.742#277.064
681	и	и	CCONJ	_	_	_	cc	_	@iavu1948f-words#@iavu1948f#277.064#277.386
682	сказала	сказать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	parataxis	_	@iavu1948f-words#@iavu1948f#277.386#277.708
683	этим	этот	DET	_	Case=Dat|Number=Plur	_	det	_	@iavu1948f-words#@iavu1948f#277.708#278.03
684	людям	человек	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	iobj	_	@iavu1948f-words#@iavu1948f#278.03#278.352
685	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#278.352#278.674
686	учтите	учесть	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	xcomp	_	@iavu1948f-words#@iavu1948f#278.674#278.996
687	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#278.996#279.318
688	что	что	SCONJ	_	_	_	mark	_	@iavu1948f-words#@iavu1948f#279.318#279.64
689	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	nsubj	_	@iavu1948f-words#@iavu1948f#279.64#279.962
690	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#279.962#280.284
691	на	на	ADP	_	_	_	case	_	@iavu1948f-words#@iavu1948f#280.284#280.606
692	крючке	крючок	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	ccomp	_	@iavu1948f-words#@iavu1948f#280.606#280.928
693	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#280.928#281.25
694	лично	лично	ADV	_	Degree=Pos	_	obl	_	@iavu1948f-words#@iavu1948f#281.25#281.572
695	у	у	ADP	_	_	_	case	_	@iavu1948f-words#@iavu1948f#281.572#281.894
696	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	nmod	_	@iavu1948f-words#@iavu1948f#281.894#282.216
697	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#282.216#282.538
698	если	если	SCONJ	_	_	_	mark	_	@iavu1948f-words#@iavu1948f#282.538#282.86
699	только	только	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#282.86#283.182
700	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#283.182#283.504
701	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	nsubj	_	@iavu1948f-words#@iavu1948f#283.504#283.826
702	подтверждается	подтверждаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	acl	_	@iavu1948f-words#@iavu1948f#283.826#284.148
703	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#284.148#284.47
704	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	nsubj	_	@iavu1948f-words#@iavu1948f#284.47#284.792
705	сейчас	сейчас	ADV	_	Degree=Pos	_	advmod	_	@iavu1948f-words#@iavu1948f#284.792#285.114
706	же	же	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#285.114#285.436
707	иду	идти	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	obl	_	@iavu1948f-words#@iavu1948f#285.436#285.758
708	докладывать	докладывать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	obl	_	@iavu1948f-words#@iavu1948f#285.758#286.08
709	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#286.08#286.402
710	что	что	SCONJ	_	_	_	mark	_	@iavu1948f-words#@iavu1948f#286.402#286.724
711	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	nsubj	_	@iavu1948f-words#@iavu1948f#286.724#287.046
712	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	obj	_	@iavu1948f-words#@iavu1948f#287.046#287.368
713	делаете	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	ccomp	_	@iavu1948f-words#@iavu1948f#287.368#287.707
714	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	obj	_	@iavu1948f-words#@iavu1948f#289.332#289.828
715	зна…	значить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	punct	_	@iavu1948f-words#@iavu1948f#289.828#290.324
716	нормально	нормальный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	advmod	_	@iavu1948f-words#@iavu1948f#290.324#290.82
717	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	nsubj	_	@iavu1948f-words#@iavu1948f#290.82#291.316
718	сохран…	сохран…	X	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#291.316#291.812
719	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	nsubj	_	@iavu1948f-words#@iavu1948f#291.812#292.308
720	самосохранение	самосохранение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	conj	_	@iavu1948f-words#@iavu1948f#292.308#292.81
721	если	если	SCONJ	_	_	_	mark	_	@iavu1948f-words#@iavu1948f#293.367#293.709
722	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	nsubj	_	@iavu1948f-words#@iavu1948f#293.709#294.051
723	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	obj	_	@iavu1948f-words#@iavu1948f#294.051#294.393
724	говорить	говорить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	parataxis	_	@iavu1948f-words#@iavu1948f#294.393#294.735
725	не	не	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#294.735#295.077
726	буду	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	parataxis	_	@iavu1948f-words#@iavu1948f#295.077#295.419
727	нас…	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	punct	_	@iavu1948f-words#@iavu1948f#295.419#295.761
728	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#295.761#296.103
729	тоже	тоже	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#296.103#296.445
730	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	nsubj	_	@iavu1948f-words#@iavu1948f#296.445#296.787
731	сидели	сидеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	acl	_	@iavu1948f-words#@iavu1948f#296.787#297.129
732	все	весь	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	det	_	@iavu1948f-words#@iavu1948f#297.129#297.471
733	лето	лето	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	obj	_	@iavu1948f-words#@iavu1948f#297.471#297.813
734	перед	перед	ADP	_	_	_	case	_	@iavu1948f-words#@iavu1948f#297.813#298.155
735	олимпийскими	олимпийский	ADJ	_	Case=Ins|Degree=Pos|Number=Plur	_	amod	_	@iavu1948f-words#@iavu1948f#298.155#298.497
736	играми	игра	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur	_	obl	_	@iavu1948f-words#@iavu1948f#298.497#298.839
737	шестнадцатого	шестнадцатый	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	amod	_	@iavu1948f-words#@iavu1948f#298.839#299.181
738	года	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	nmod	_	@iavu1948f-words#@iavu1948f#299.181#299.523
739	и	и	CCONJ	_	_	_	cc	_	@iavu1948f-words#@iavu1948f#299.523#299.865
740	дрожали	дрожать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	conj	_	@iavu1948f-words#@iavu1948f#299.865#300.207
741	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#300.207#300.549
742	что	что	SCONJ	_	_	_	mark	_	@iavu1948f-words#@iavu1948f#300.549#300.891
743	могут…	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Pres|VerbForm=Fin|Voice=Act	_	punct	_	@iavu1948f-words#@iavu1948f#300.891#301.233
744	могли	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	ccomp	_	@iavu1948f-words#@iavu1948f#301.233#301.575
745	всю	весь	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	det	_	@iavu1948f-words#@iavu1948f#301.575#301.917
746	команду	команда	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	obj	_	@iavu1948f-words#@iavu1948f#301.917#302.259
747	снять	снять	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	xcomp	_	@iavu1948f-words#@iavu1948f#302.259#302.601
748	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#302.601#302.943
749	всю	весь	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	det	_	@iavu1948f-words#@iavu1948f#302.943#303.285
750	команду	команда	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	obl	_	@iavu1948f-words#@iavu1948f#303.285#303.627
751	России	Россия	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	nmod	_	@iavu1948f-words#@iavu1948f#303.627#303.975
752	и	и	CCONJ	_	_	_	cc	_	@iavu1948f-words#@iavu1948f#304.307#304.529
753	в	в	ADP	_	_	_	case	_	@iavu1948f-words#@iavu1948f#304.529#304.751
754	том	тот	DET	_	Case=Loc|Gender=Neut|Number=Sing	_	det	_	@iavu1948f-words#@iavu1948f#304.751#304.973
755	числе	число	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	conj	_	@iavu1948f-words#@iavu1948f#304.973#305.195
756	и	и	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#305.195#305.417
757	художественную	художественный	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	amod	_	@iavu1948f-words#@iavu1948f#305.417#305.639
758	гимнастику	гимнастика	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	obj	_	@iavu1948f-words#@iavu1948f#305.639#305.867
759	ну	ну	PART	_	_	_	parataxis	_	@iavu1948f-words#@iavu1948f#306.207#306.416
760	так	так	ADV	_	Degree=Pos	_	parataxis	_	@iavu1948f-words#@iavu1948f#306.416#306.625
761	п…	п…	X	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#306.625#306.834
762	как	как	ADV	_	Degree=Pos	_	advmod	_	@iavu1948f-words#@iavu1948f#306.834#307.043
763	же	же	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#307.043#307.252
764	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	nsubj	_	@iavu1948f-words#@iavu1948f#307.252#307.461
765	не	не	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#307.461#307.67
766	буду	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	aux	_	@iavu1948f-words#@iavu1948f#307.67#307.879
767	говорить	говорить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	xcomp	_	@iavu1948f-words#@iavu1948f#307.879#308.088
768	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	obj	_	@iavu1948f-words#@iavu1948f#308.088#308.297
769	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#308.297#308.506
770	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	nsubj	_	@iavu1948f-words#@iavu1948f#308.506#308.715
771	побегу	побежать	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	conj	_	@iavu1948f-words#@iavu1948f#308.715#308.925
772	нет	нет	PART	_	_	_	mark	_	@iavu1948f-words#@iavu1948f#330.11#330.373
773	это	это	PART	_	_	_	nsubj	_	@iavu1948f-words#@iavu1948f#330.373#330.636
774	не	не	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#330.636#330.899
775	была	быть	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	cop	_	@iavu1948f-words#@iavu1948f#330.899#331.162
776	политика	политика	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	nsubj	_	@iavu1948f-words#@iavu1948f#331.162#331.428
777	были	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	cop	_	@iavu1948f-words#@iavu1948f#332.025#332.387
778	случаи	случай	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	advcl	_	@iavu1948f-words#@iavu1948f#332.387#332.749
779	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#332.749#333.111
780	которые	который	DET	_	Case=Nom	_	nsubj:pass	_	@iavu1948f-words#@iavu1948f#333.111#333.473
781	доказаны	доказать	VERB	_	Aspect=Perf|Number=Plur|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	acl:relcl	_	@iavu1948f-words#@iavu1948f#333.473#333.835
782	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#333.835#334.197
783	и	и	CCONJ	_	_	_	cc	_	@iavu1948f-words#@iavu1948f#334.197#334.559
784	не	не	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#334.559#334.921
785	только	только	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#334.921#335.283
786	Родченко	Родченко	PROPN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	conj	_	@iavu1948f-words#@iavu1948f#335.283#335.645
787	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#335.645#336.007
788	но	но	CCONJ	_	_	_	cc	_	@iavu1948f-words#@iavu1948f#336.007#336.369
789	и	и	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#336.369#336.731
790	другими	другой	ADJ	_	Case=Ins|Degree=Pos|Number=Plur	_	amod	_	@iavu1948f-words#@iavu1948f#336.731#337.093
791	моментами	момент	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur	_	obl	_	@iavu1948f-words#@iavu1948f#337.093#337.455
792	истины	ИСТИНА	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	nmod	_	@iavu1948f-words#@iavu1948f#337.455#337.818
793	щас	сейчас	ADV	_	Degree=Pos	_	advmod	_	@iavu1948f-words#@iavu1948f#338.029#338.337
794	стали	стать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	conj	_	@iavu1948f-words#@iavu1948f#338.337#338.645
795	проверять	проверять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	xcomp	_	@iavu1948f-words#@iavu1948f#338.645#338.953
796	другие	другой	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	amod	_	@iavu1948f-words#@iavu1948f#338.953#339.261
797	соревнования	соревнование	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	obj	_	@iavu1948f-words#@iavu1948f#339.261#339.569
798	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#339.569#339.877
799	и	и	CCONJ	_	_	_	cc	_	@iavu1948f-words#@iavu1948f#339.877#340.185
800	в	в	ADP	_	_	_	case	_	@iavu1948f-words#@iavu1948f#340.185#340.493
801	Китае	Китай	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	conj	_	@iavu1948f-words#@iavu1948f#340.493#340.801
802	были	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	cop	_	@iavu1948f-words#@iavu1948f#340.801#341.109
803	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#341.109#341.417
804	и	и	CCONJ	_	_	_	cc	_	@iavu1948f-words#@iavu1948f#341.417#341.725
805	в	в	ADP	_	_	_	case	_	@iavu1948f-words#@iavu1948f#341.725#342.033
806	Америке	Америка	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	conj	_	@iavu1948f-words#@iavu1948f#342.033#342.341
807	были	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	cop	_	@iavu1948f-words#@iavu1948f#342.341#342.649
808	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#342.649#342.957
809	и	и	CCONJ	_	_	_	cc	_	@iavu1948f-words#@iavu1948f#342.957#343.265
810	вот	вот	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#343.265#343.573
811	сейчас	сейчас	ADV	_	Degree=Pos	_	advmod	_	@iavu1948f-words#@iavu1948f#343.573#343.881
812	художественная	художественный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	amod	_	@iavu1948f-words#@iavu1948f#343.881#344.189
813	гимнастика	гимнастика	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	nsubj	_	@iavu1948f-words#@iavu1948f#344.189#344.497
814	в	в	ADP	_	_	_	case	_	@iavu1948f-words#@iavu1948f#344.497#344.805
815	Америке	Америка	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	nmod	_	@iavu1948f-words#@iavu1948f#344.805#345.113
816	тоже	тоже	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#345.113#345.421
817	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#345.421#345.729
818	попалась	попасться	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	conj	_	@iavu1948f-words#@iavu1948f#345.729#346.037
819	девочка	девочка	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	nsubj	_	@iavu1948f-words#@iavu1948f#346.037#346.367
820	ну	ну	PART	_	_	_	parataxis	_	@iavu1948f-words#@iavu1948f#346.593#346.943
821	не	не	PART	_	_	_	advmod	_	@iavu1948f-words#@iavu1948f#346.943#347.293
822	на	на	ADP	_	_	_	case	_	@iavu1948f-words#@iavu1948f#347.293#347.643
823	допинге	допинг	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	obl	_	@iavu1948f-words#@iavu1948f#347.643#347.993
824	конечно	конечно	ADV	_	Degree=Pos	_	advmod	_	@iavu1948f-words#@iavu1948f#347.993#348.343
825	на	на	ADP	_	_	_	case	_	@iavu1948f-words#@iavu1948f#348.343#348.693
826	запрещенном	запретить	VERB	_	Aspect=Perf|Case=Loc|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass	_	amod	_	@iavu1948f-words#@iavu1948f#348.693#349.043
827	препарате	препарат	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	obl	_	@iavu1948f-words#@iavu1948f#349.043#349.393
828	/	/	PUNCT	_	_	_	punct	_	@iavu1948f-words#@iavu1948f#349.393#349.743
829	который	который	DET	_	Case=Nom	_	nsubj	_	@iavu1948f-words#@iavu1948f#349.743#350.093
830	называется	называться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	parataxis	_	@iavu1948f-words#@iavu1948f#350.093#350.443
831	фуросемид	фуросемид	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	case	_	@iavu1948f-words#@iavu1948f#350.443#350.796
832	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	obl	_	@iavu1948f-words#@iavu1948f#351.076#351.39
833	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	obj	_	@iavu1948f-words#@iavu1948f#351.39#351.704
834	ко…	колоть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	punct	_	@iavu1948f-words#@iavu1948f#351.704#352.018
835	кушают	кушать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	conj	_	@iavu1948f-words#@iavu1948f#352.018#352.332
836	для	для	ADP	_	_	_	case	_	@iavu1948f-words#@iavu1948f#352.332#352.646
837	того	то	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	obl	_	@iavu1948f-words#@iavu1948f#352.646#352.96
838	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	mark	_	@iavu1948f-words#@iavu1948f#352.96#353.274
